,week,cases,year,maxt,mint,rain,soil,rh,mintl0,mintl1,mintl2,mintl3,mintl4,mintl5,mintl6,mintl7,mintl8,mintl9,rainl0,rainl1,rainl2,rainl3,rainl4,rainl5,rainl6,rainl7,rainl8,rainl9,maxtl0,maxtl1,maxtl2,maxtl3,maxtl4,maxtl5,maxtl6,maxtl7,maxtl8,maxtl9,soill0,soill1,soill2,soill3,soill4,soill5,soill6,soill7,soill8,soill9,rhl0,rhl1,rhl2,rhl3,rhl4,rhl5,rhl6,rhl7,rhl8,rhl9
11,11,0,2010,33.84195668,17.76346942,0.97745098,8.234829068,34.45246363,17.76346942,16.35583425,16.11075629,12.47719085,13.28767101,11.60248499,9.659939956,7.545978418,8.558451426,8.223925526,0.97745098,0,0.3,0.48,0.975833333,2.659375,0,0,0.1625,0.706849315,33.84195668,32.17867949,31.68156063,28.34274914,26.46266494,26.52129646,25.96522203,22.22201684,17.72132056,19.32558219,8.234829068,8.214963278,12.57472134,16.07332277,20.05201292,23.41948319,21.41166573,25.22551918,24.92836952,29.40668551,34.45246363,31.40195956,44.05578944,49.53254679,52.32214073,57.90656709,51.51609421,65.90913102,73.77732291,73.68230972
12,12,0,2010,37.45030002,20.68068429,0.1,6.772351623,30.7489625,20.68068429,17.76346942,16.35583425,16.11075629,12.47719085,13.28767101,11.60248499,9.659939956,7.545978418,8.558451426,0.1,0.97745098,0,0.3,0.48,0.975833333,2.659375,0,0,0.1625,37.45030002,33.84195668,32.17867949,31.68156063,28.34274914,26.46266494,26.52129646,25.96522203,22.22201684,17.72132056,6.772351623,8.234829068,8.214963278,12.57472134,16.07332277,20.05201292,23.41948319,21.41166573,25.22551918,24.92836952,30.7489625,34.45246363,31.40195956,44.05578944,49.53254679,52.32214073,57.90656709,51.51609421,65.90913102,73.77732291
13,13,0,2010,37.60884748,21.74163273,0.173333333,2.115968041,38.73680875,21.74163273,20.68068429,17.76346942,16.35583425,16.11075629,12.47719085,13.28767101,11.60248499,9.659939956,7.545978418,0.173333333,0.1,0.97745098,0,0.3,0.48,0.975833333,2.659375,0,0,37.60884748,37.45030002,33.84195668,32.17867949,31.68156063,28.34274914,26.46266494,26.52129646,25.96522203,22.22201684,2.115968041,6.772351623,8.234829068,8.214963278,12.57472134,16.07332277,20.05201292,23.41948319,21.41166573,25.22551918,38.73680875,30.7489625,34.45246363,31.40195956,44.05578944,49.53254679,52.32214073,57.90656709,51.51609421,65.90913102
14,14,0,2010,39.77527012,22.04422569,0,2.210595891,18.27374805,22.04422569,21.74163273,20.68068429,17.76346942,16.35583425,16.11075629,12.47719085,13.28767101,11.60248499,9.659939956,0,0.173333333,0.1,0.97745098,0,0.3,0.48,0.975833333,2.659375,0,39.77527012,37.60884748,37.45030002,33.84195668,32.17867949,31.68156063,28.34274914,26.46266494,26.52129646,25.96522203,2.210595891,2.115968041,6.772351623,8.234829068,8.214963278,12.57472134,16.07332277,20.05201292,23.41948319,21.41166573,18.27374805,38.73680875,30.7489625,34.45246363,31.40195956,44.05578944,49.53254679,52.32214073,57.90656709,51.51609421
15,15,0,2010,40.13278511,23.63340943,7.830357143,3.811528981,32.27130789,23.63340943,22.04422569,21.74163273,20.68068429,17.76346942,16.35583425,16.11075629,12.47719085,13.28767101,11.60248499,7.830357143,0,0.173333333,0.1,0.97745098,0,0.3,0.48,0.975833333,2.659375,40.13278511,39.77527012,37.60884748,37.45030002,33.84195668,32.17867949,31.68156063,28.34274914,26.46266494,26.52129646,3.811528981,2.210595891,2.115968041,6.772351623,8.234829068,8.214963278,12.57472134,16.07332277,20.05201292,23.41948319,32.27130789,18.27374805,38.73680875,30.7489625,34.45246363,31.40195956,44.05578944,49.53254679,52.32214073,57.90656709
16,16,0,2010,39.17135665,25.01929181,0.6425,1.342735313,48.46578735,25.01929181,23.63340943,22.04422569,21.74163273,20.68068429,17.76346942,16.35583425,16.11075629,12.47719085,13.28767101,0.6425,7.830357143,0,0.173333333,0.1,0.97745098,0,0.3,0.48,0.975833333,39.17135665,40.13278511,39.77527012,37.60884748,37.45030002,33.84195668,32.17867949,31.68156063,28.34274914,26.46266494,1.342735313,3.811528981,2.210595891,2.115968041,6.772351623,8.234829068,8.214963278,12.57472134,16.07332277,20.05201292,48.46578735,32.27130789,18.27374805,38.73680875,30.7489625,34.45246363,31.40195956,44.05578944,49.53254679,52.32214073
17,17,0,2010,39.40943566,24.68560625,2.020833333,2.709132731,44.15425543,24.68560625,25.01929181,23.63340943,22.04422569,21.74163273,20.68068429,17.76346942,16.35583425,16.11075629,12.47719085,2.020833333,0.6425,7.830357143,0,0.173333333,0.1,0.97745098,0,0.3,0.48,39.40943566,39.17135665,40.13278511,39.77527012,37.60884748,37.45030002,33.84195668,32.17867949,31.68156063,28.34274914,2.709132731,1.342735313,3.811528981,2.210595891,2.115968041,6.772351623,8.234829068,8.214963278,12.57472134,16.07332277,44.15425543,48.46578735,32.27130789,18.27374805,38.73680875,30.7489625,34.45246363,31.40195956,44.05578944,49.53254679
18,18,0,2010,36.39031217,24.23154853,8.067248677,22.72741339,57.87774156,24.23154853,24.68560625,25.01929181,23.63340943,22.04422569,21.74163273,20.68068429,17.76346942,16.35583425,16.11075629,8.067248677,2.020833333,0.6425,7.830357143,0,0.173333333,0.1,0.97745098,0,0.3,36.39031217,39.40943566,39.17135665,40.13278511,39.77527012,37.60884748,37.45030002,33.84195668,32.17867949,31.68156063,22.72741339,2.709132731,1.342735313,3.811528981,2.210595891,2.115968041,6.772351623,8.234829068,8.214963278,12.57472134,57.87774156,44.15425543,48.46578735,32.27130789,18.27374805,38.73680875,30.7489625,34.45246363,31.40195956,44.05578944
19,19,0,2010,38.85204083,24.48859533,8.825727513,14.98025688,47.86669371,24.48859533,24.23154853,24.68560625,25.01929181,23.63340943,22.04422569,21.74163273,20.68068429,17.76346942,16.35583425,8.825727513,8.067248677,2.020833333,0.6425,7.830357143,0,0.173333333,0.1,0.97745098,0,38.85204083,36.39031217,39.40943566,39.17135665,40.13278511,39.77527012,37.60884748,37.45030002,33.84195668,32.17867949,14.98025688,22.72741339,2.709132731,1.342735313,3.811528981,2.210595891,2.115968041,6.772351623,8.234829068,8.214963278,47.86669371,57.87774156,44.15425543,48.46578735,32.27130789,18.27374805,38.73680875,30.7489625,34.45246363,31.40195956
20,20,0,2010,39.63624256,26.10070829,3.213266667,11.04352868,51.48852529,26.10070829,24.48859533,24.23154853,24.68560625,25.01929181,23.63340943,22.04422569,21.74163273,20.68068429,17.76346942,3.213266667,8.825727513,8.067248677,2.020833333,0.6425,7.830357143,0,0.173333333,0.1,0.97745098,39.63624256,38.85204083,36.39031217,39.40943566,39.17135665,40.13278511,39.77527012,37.60884748,37.45030002,33.84195668,11.04352868,14.98025688,22.72741339,2.709132731,1.342735313,3.811528981,2.210595891,2.115968041,6.772351623,8.234829068,51.48852529,47.86669371,57.87774156,44.15425543,48.46578735,32.27130789,18.27374805,38.73680875,30.7489625,34.45246363
21,21,0,2010,36.55493407,24.75843932,7.871693334,33.41928959,65.03364039,24.75843932,26.10070829,24.48859533,24.23154853,24.68560625,25.01929181,23.63340943,22.04422569,21.74163273,20.68068429,7.871693334,3.213266667,8.825727513,8.067248677,2.020833333,0.6425,7.830357143,0,0.173333333,0.1,36.55493407,39.63624256,38.85204083,36.39031217,39.40943566,39.17135665,40.13278511,39.77527012,37.60884748,37.45030002,33.41928959,11.04352868,14.98025688,22.72741339,2.709132731,1.342735313,3.811528981,2.210595891,2.115968041,6.772351623,65.03364039,51.48852529,47.86669371,57.87774156,44.15425543,48.46578735,32.27130789,18.27374805,38.73680875,30.7489625
22,22,0,2010,38.34585861,26.09851133,8.637121212,23.15314412,60.68408438,26.09851133,24.75843932,26.10070829,24.48859533,24.23154853,24.68560625,25.01929181,23.63340943,22.04422569,21.74163273,8.637121212,7.871693334,3.213266667,8.825727513,8.067248677,2.020833333,0.6425,7.830357143,0,0.173333333,38.34585861,36.55493407,39.63624256,38.85204083,36.39031217,39.40943566,39.17135665,40.13278511,39.77527012,37.60884748,23.15314412,33.41928959,11.04352868,14.98025688,22.72741339,2.709132731,1.342735313,3.811528981,2.210595891,2.115968041,60.68408438,65.03364039,51.48852529,47.86669371,57.87774156,44.15425543,48.46578735,32.27130789,18.27374805,38.73680875
23,23,0,2010,38.97931556,26.82381748,4.272093023,8.197085381,54.00093116,26.82381748,26.09851133,24.75843932,26.10070829,24.48859533,24.23154853,24.68560625,25.01929181,23.63340943,22.04422569,4.272093023,8.637121212,7.871693334,3.213266667,8.825727513,8.067248677,2.020833333,0.6425,7.830357143,0,38.97931556,38.34585861,36.55493407,39.63624256,38.85204083,36.39031217,39.40943566,39.17135665,40.13278511,39.77527012,8.197085381,23.15314412,33.41928959,11.04352868,14.98025688,22.72741339,2.709132731,1.342735313,3.811528981,2.210595891,54.00093116,60.68408438,65.03364039,51.48852529,47.86669371,57.87774156,44.15425543,48.46578735,32.27130789,18.27374805
24,24,0,2010,38.42537796,26.75376946,9.717371274,24.85857926,62.94944957,26.75376946,26.82381748,26.09851133,24.75843932,26.10070829,24.48859533,24.23154853,24.68560625,25.01929181,23.63340943,9.717371274,4.272093023,8.637121212,7.871693334,3.213266667,8.825727513,8.067248677,2.020833333,0.6425,7.830357143,38.42537796,38.97931556,38.34585861,36.55493407,39.63624256,38.85204083,36.39031217,39.40943566,39.17135665,40.13278511,24.85857926,8.197085381,23.15314412,33.41928959,11.04352868,14.98025688,22.72741339,2.709132731,1.342735313,3.811528981,62.94944957,54.00093116,60.68408438,65.03364039,51.48852529,47.86669371,57.87774156,44.15425543,48.46578735,32.27130789
25,25,0,2010,36.79680688,26.54555826,11.09794931,33.10812235,78.47093788,26.54555826,26.75376946,26.82381748,26.09851133,24.75843932,26.10070829,24.48859533,24.23154853,24.68560625,25.01929181,11.09794931,9.717371274,4.272093023,8.637121212,7.871693334,3.213266667,8.825727513,8.067248677,2.020833333,0.6425,36.79680688,38.42537796,38.97931556,38.34585861,36.55493407,39.63624256,38.85204083,36.39031217,39.40943566,39.17135665,33.10812235,24.85857926,8.197085381,23.15314412,33.41928959,11.04352868,14.98025688,22.72741339,2.709132731,1.342735313,78.47093788,62.94944957,54.00093116,60.68408438,65.03364039,51.48852529,47.86669371,57.87774156,44.15425543,48.46578735
26,26,0,2010,35.45388953,26.17128452,9.831802721,51.55965519,84.00636507,26.17128452,26.54555826,26.75376946,26.82381748,26.09851133,24.75843932,26.10070829,24.48859533,24.23154853,24.68560625,9.831802721,11.09794931,9.717371274,4.272093023,8.637121212,7.871693334,3.213266667,8.825727513,8.067248677,2.020833333,35.45388953,36.79680688,38.42537796,38.97931556,38.34585861,36.55493407,39.63624256,38.85204083,36.39031217,39.40943566,51.55965519,33.10812235,24.85857926,8.197085381,23.15314412,33.41928959,11.04352868,14.98025688,22.72741339,2.709132731,84.00636507,78.47093788,62.94944957,54.00093116,60.68408438,65.03364039,51.48852529,47.86669371,57.87774156,44.15425543
27,27,0,2010,35.55456202,26.60464586,4.180464744,25.74265098,74.91752999,26.60464586,26.17128452,26.54555826,26.75376946,26.82381748,26.09851133,24.75843932,26.10070829,24.48859533,24.23154853,4.180464744,9.831802721,11.09794931,9.717371274,4.272093023,8.637121212,7.871693334,3.213266667,8.825727513,8.067248677,35.55456202,35.45388953,36.79680688,38.42537796,38.97931556,38.34585861,36.55493407,39.63624256,38.85204083,36.39031217,25.74265098,51.55965519,33.10812235,24.85857926,8.197085381,23.15314412,33.41928959,11.04352868,14.98025688,22.72741339,74.91752999,84.00636507,78.47093788,62.94944957,54.00093116,60.68408438,65.03364039,51.48852529,47.86669371,57.87774156
28,28,0,2010,33.84309727,26.04418975,19.47960695,66.23870945,84.64719665,26.04418975,26.60464586,26.17128452,26.54555826,26.75376946,26.82381748,26.09851133,24.75843932,26.10070829,24.48859533,19.47960695,4.180464744,9.831802721,11.09794931,9.717371274,4.272093023,8.637121212,7.871693334,3.213266667,8.825727513,33.84309727,35.55456202,35.45388953,36.79680688,38.42537796,38.97931556,38.34585861,36.55493407,39.63624256,38.85204083,66.23870945,25.74265098,51.55965519,33.10812235,24.85857926,8.197085381,23.15314412,33.41928959,11.04352868,14.98025688,84.64719665,74.91752999,84.00636507,78.47093788,62.94944957,54.00093116,60.68408438,65.03364039,51.48852529,47.86669371
29,29,0,2010,33.9903962,26.28453787,12.22214853,62.04809857,85.0945206,26.28453787,26.04418975,26.60464586,26.17128452,26.54555826,26.75376946,26.82381748,26.09851133,24.75843932,26.10070829,12.22214853,19.47960695,4.180464744,9.831802721,11.09794931,9.717371274,4.272093023,8.637121212,7.871693334,3.213266667,33.9903962,33.84309727,35.55456202,35.45388953,36.79680688,38.42537796,38.97931556,38.34585861,36.55493407,39.63624256,62.04809857,66.23870945,25.74265098,51.55965519,33.10812235,24.85857926,8.197085381,23.15314412,33.41928959,11.04352868,85.0945206,84.64719665,74.91752999,84.00636507,78.47093788,62.94944957,54.00093116,60.68408438,65.03364039,51.48852529
30,30,0,2010,33.66769523,26.27192064,10.07703704,73.49855232,82.44326424,26.27192064,26.28453787,26.04418975,26.60464586,26.17128452,26.54555826,26.75376946,26.82381748,26.09851133,24.75843932,10.07703704,12.22214853,19.47960695,4.180464744,9.831802721,11.09794931,9.717371274,4.272093023,8.637121212,7.871693334,33.66769523,33.9903962,33.84309727,35.55456202,35.45388953,36.79680688,38.42537796,38.97931556,38.34585861,36.55493407,73.49855232,62.04809857,66.23870945,25.74265098,51.55965519,33.10812235,24.85857926,8.197085381,23.15314412,33.41928959,82.44326424,85.0945206,84.64719665,74.91752999,84.00636507,78.47093788,62.94944957,54.00093116,60.68408438,65.03364039
31,31,0,2010,33.88242493,25.89873946,6.326458806,73.39380646,81.04385302,25.89873946,26.27192064,26.28453787,26.04418975,26.60464586,26.17128452,26.54555826,26.75376946,26.82381748,26.09851133,6.326458806,10.07703704,12.22214853,19.47960695,4.180464744,9.831802721,11.09794931,9.717371274,4.272093023,8.637121212,33.88242493,33.66769523,33.9903962,33.84309727,35.55456202,35.45388953,36.79680688,38.42537796,38.97931556,38.34585861,73.39380646,73.49855232,62.04809857,66.23870945,25.74265098,51.55965519,33.10812235,24.85857926,8.197085381,23.15314412,81.04385302,82.44326424,85.0945206,84.64719665,74.91752999,84.00636507,78.47093788,62.94944957,54.00093116,60.68408438
32,32,0,2010,35.41140443,26.32870348,4.756093333,54.43654537,74.82838396,26.32870348,25.89873946,26.27192064,26.28453787,26.04418975,26.60464586,26.17128452,26.54555826,26.75376946,26.82381748,4.756093333,6.326458806,10.07703704,12.22214853,19.47960695,4.180464744,9.831802721,11.09794931,9.717371274,4.272093023,35.41140443,33.88242493,33.66769523,33.9903962,33.84309727,35.55456202,35.45388953,36.79680688,38.42537796,38.97931556,54.43654537,73.39380646,73.49855232,62.04809857,66.23870945,25.74265098,51.55965519,33.10812235,24.85857926,8.197085381,74.82838396,81.04385302,82.44326424,85.0945206,84.64719665,74.91752999,84.00636507,78.47093788,62.94944957,54.00093116
33,33,0,2010,33.52105648,25.80325335,13.82094293,74.6607132,85.72245155,25.80325335,26.32870348,25.89873946,26.27192064,26.28453787,26.04418975,26.60464586,26.17128452,26.54555826,26.75376946,13.82094293,4.756093333,6.326458806,10.07703704,12.22214853,19.47960695,4.180464744,9.831802721,11.09794931,9.717371274,33.52105648,35.41140443,33.88242493,33.66769523,33.9903962,33.84309727,35.55456202,35.45388953,36.79680688,38.42537796,74.6607132,54.43654537,73.39380646,73.49855232,62.04809857,66.23870945,25.74265098,51.55965519,33.10812235,24.85857926,85.72245155,74.82838396,81.04385302,82.44326424,85.0945206,84.64719665,74.91752999,84.00636507,78.47093788,62.94944957
34,34,0,2010,32.76276117,25.32307325,14.77090892,73.54916382,89.91302606,25.32307325,25.80325335,26.32870348,25.89873946,26.27192064,26.28453787,26.04418975,26.60464586,26.17128452,26.54555826,14.77090892,13.82094293,4.756093333,6.326458806,10.07703704,12.22214853,19.47960695,4.180464744,9.831802721,11.09794931,32.76276117,33.52105648,35.41140443,33.88242493,33.66769523,33.9903962,33.84309727,35.55456202,35.45388953,36.79680688,73.54916382,74.6607132,54.43654537,73.39380646,73.49855232,62.04809857,66.23870945,25.74265098,51.55965519,33.10812235,89.91302606,85.72245155,74.82838396,81.04385302,82.44326424,85.0945206,84.64719665,74.91752999,84.00636507,78.47093788
35,35,0,2010,33.78510204,26.30579841,5.435492064,62.80111567,83.20199933,26.30579841,25.32307325,25.80325335,26.32870348,25.89873946,26.27192064,26.28453787,26.04418975,26.60464586,26.17128452,5.435492064,14.77090892,13.82094293,4.756093333,6.326458806,10.07703704,12.22214853,19.47960695,4.180464744,9.831802721,33.78510204,32.76276117,33.52105648,35.41140443,33.88242493,33.66769523,33.9903962,33.84309727,35.55456202,35.45388953,62.80111567,73.54916382,74.6607132,54.43654537,73.39380646,73.49855232,62.04809857,66.23870945,25.74265098,51.55965519,83.20199933,89.91302606,85.72245155,74.82838396,81.04385302,82.44326424,85.0945206,84.64719665,74.91752999,84.00636507
36,36,0,2010,34.22183659,26.31553398,4.956292243,56.01493549,78.61229537,26.31553398,26.30579841,25.32307325,25.80325335,26.32870348,25.89873946,26.27192064,26.28453787,26.04418975,26.60464586,4.956292243,5.435492064,14.77090892,13.82094293,4.756093333,6.326458806,10.07703704,12.22214853,19.47960695,4.180464744,34.22183659,33.78510204,32.76276117,33.52105648,35.41140443,33.88242493,33.66769523,33.9903962,33.84309727,35.55456202,56.01493549,62.80111567,73.54916382,74.6607132,54.43654537,73.39380646,73.49855232,62.04809857,66.23870945,25.74265098,78.61229537,83.20199933,89.91302606,85.72245155,74.82838396,81.04385302,82.44326424,85.0945206,84.64719665,74.91752999
37,37,0,2010,32.39195677,25.00388952,12.3518065,82.74697304,87.85775086,25.00388952,26.31553398,26.30579841,25.32307325,25.80325335,26.32870348,25.89873946,26.27192064,26.28453787,26.04418975,12.3518065,4.956292243,5.435492064,14.77090892,13.82094293,4.756093333,6.326458806,10.07703704,12.22214853,19.47960695,32.39195677,34.22183659,33.78510204,32.76276117,33.52105648,35.41140443,33.88242493,33.66769523,33.9903962,33.84309727,82.74697304,56.01493549,62.80111567,73.54916382,74.6607132,54.43654537,73.39380646,73.49855232,62.04809857,66.23870945,87.85775086,78.61229537,83.20199933,89.91302606,85.72245155,74.82838396,81.04385302,82.44326424,85.0945206,84.64719665
38,38,72,2010,32.2778629,24.55787515,9.9331387,86.64830018,88.01750941,24.55787515,25.00388952,26.31553398,26.30579841,25.32307325,25.80325335,26.32870348,25.89873946,26.27192064,26.28453787,9.9331387,12.3518065,4.956292243,5.435492064,14.77090892,13.82094293,4.756093333,6.326458806,10.07703704,12.22214853,32.2778629,32.39195677,34.22183659,33.78510204,32.76276117,33.52105648,35.41140443,33.88242493,33.66769523,33.9903962,86.64830018,82.74697304,56.01493549,62.80111567,73.54916382,74.6607132,54.43654537,73.39380646,73.49855232,62.04809857,88.01750941,87.85775086,78.61229537,83.20199933,89.91302606,85.72245155,74.82838396,81.04385302,82.44326424,85.0945206
39,39,0,2010,33.77092431,24.17829535,4.700961538,78.12651062,78.19009498,24.17829535,24.55787515,25.00388952,26.31553398,26.30579841,25.32307325,25.80325335,26.32870348,25.89873946,26.27192064,4.700961538,9.9331387,12.3518065,4.956292243,5.435492064,14.77090892,13.82094293,4.756093333,6.326458806,10.07703704,33.77092431,32.2778629,32.39195677,34.22183659,33.78510204,32.76276117,33.52105648,35.41140443,33.88242493,33.66769523,78.12651062,86.64830018,82.74697304,56.01493549,62.80111567,73.54916382,74.6607132,54.43654537,73.39380646,73.49855232,78.19009498,88.01750941,87.85775086,78.61229537,83.20199933,89.91302606,85.72245155,74.82838396,81.04385302,82.44326424
40,40,0,2010,33.48268912,23.97488608,6.378954802,74.67618179,74.9321065,23.97488608,24.17829535,24.55787515,25.00388952,26.31553398,26.30579841,25.32307325,25.80325335,26.32870348,25.89873946,6.378954802,4.700961538,9.9331387,12.3518065,4.956292243,5.435492064,14.77090892,13.82094293,4.756093333,6.326458806,33.48268912,33.77092431,32.2778629,32.39195677,34.22183659,33.78510204,32.76276117,33.52105648,35.41140443,33.88242493,74.67618179,78.12651062,86.64830018,82.74697304,56.01493549,62.80111567,73.54916382,74.6607132,54.43654537,73.39380646,74.9321065,78.19009498,88.01750941,87.85775086,78.61229537,83.20199933,89.91302606,85.72245155,74.82838396,81.04385302
